16.303753,15.356073,15.369967,18.069109,15.955354,16.023413,15.635644,17.09591,16.86613,15.3371315,18.208822,18.583265,17.10603
13.358899,13.872182,15.792536,13.808553,16.374413,15.320605,14.403341,14.944973,15.748099,16.57923,19.050894,17.830114,16.876884
16.688091,14.389573,14.515149,15.497087,14.631857,16.75621,13.709377,13.852692,16.665834,16.763111,15.4536915,16.093832,16.373993
14.850053,13.835033,14.635285,16.683746,14.375642,16.639002,16.034597,12.482235,15.1484375,16.436756,17.318125,14.282999,16.480389
16.469679,13.283643,15.68309,16.428293,15.587902,15.175392,14.522229,15.604806,16.847128,17.352116,17.264257,17.311075,17.953203
13.450508,12.549438,10.853783,14.44294,11.781894,11.997615,13.27326,13.381599,11.125445,13.49141,13.129457,12.496804,12.970059
16.368168,16.038326,18.332432,15.0197,19.350304,14.971383,15.260268,16.372355,17.548738,17.09128,17.287117,17.085976,18.118172
14.475066,15.1529,16.280104,15.935823,17.082489,18.262148,19.15874,18.061365,19.23638,20.774323,19.006067,20.82922,18.88931
15.324237,15.680285,12.842209,14.431667,15.744648,16.528545,14.295062,17.726389,14.2415695,16.537912,16.474144,14.459107,16.371986
15.443458,14.963655,17.639807,17.971786,15.594121,17.522953,16.34655,19.251713,16.843462,19.647034,18.798626,19.119635,17.985123
13.814541,14.913686,16.018293,13.255023,15.57453,16.596735,15.036143,16.84857,15.955914,15.676572,15.868733,17.759119,14.144196
15.491407,13.510908,15.127589,15.23094,17.775032,18.384447,16.662472,16.549501,17.87399,18.834116,19.346548,17.695772,19.562162
19.217321,18.098925,16.138168,16.404654,14.763687,16.094362,14.928987,14.824923,18.664114,15.99033,16.122095,18.373524,18.945427
12.913736,14.039849,13.168711,15.697458,13.214084,13.928665,12.591494,12.802058,13.243386,14.836405,14.735424,14.645912,16.169003
17.719296,18.692568,15.983177,16.376667,16.868187,17.630978,15.118129,18.526293,14.518134,16.149948,19.66364,18.045685,16.750824
16.806725,18.688347,17.72302,16.014177,19.217264,17.322037,17.511278,17.377329,15.725046,16.441174,16.383047,19.060633,16.511986
15.63857,12.965834,14.89786,16.66225,14.951061,12.810341,16.600128,13.260679,18.190321,18.62451,17.615849,15.7631035,15.784067
14.828649,18.441471,17.310612,17.105524,17.039486,17.821632,16.720127,16.758904,18.658995,16.737614,18.108355,19.128374,17.353132
15.667998,14.917442,14.010939,15.781463,15.736126,15.497893,15.84681,17.654987,13.9188595,14.17352,15.980816,16.913197,16.761938
15.44384,12.884415,13.648122,14.78491,16.766674,14.7514305,16.238134,18.768383,15.127465,15.742186,15.840798,17.303434,15.85054
14.327126,15.375022,15.123779,15.234293,15.184531,14.234952,14.022628,16.111603,16.754822,16.952314,17.119774,17.367823,17.11303
19.651358,15.150062,19.51337,15.814346,16.57717,16.415962,16.305155,16.580141,17.304644,18.808868,20.12866,18.076145,17.59983
14.34579,20.74362,16.645702,15.290512,17.740295,16.264088,17.383526,18.626389,18.727959,19.17395,19.82817,18.934134,20.373625
15.622568,17.407701,18.504997,18.283934,18.578356,18.984327,18.512426,18.153559,17.954222,16.97716,19.342045,22.482527,20.315664
18.271383,16.372744,13.084945,14.317096,16.177177,14.197902,14.861643,13.613164,14.427581,15.0526705,17.514168,17.962568,17.57628
15.940123,14.576578,13.962954,15.006371,15.050097,14.957252,11.882611,13.777027,15.727948,15.856526,14.650023,14.890326,15.375101
12.434517,12.93323,16.617971,14.877319,12.843912,13.16651,14.442893,14.446915,16.323647,17.62959,16.561676,16.69277,18.087149
17.211267,16.2941,16.556755,14.648061,17.645563,16.503693,16.714527,16.934875,18.581827,17.914839,19.949022,19.774582,18.293446
13.852821,13.533037,14.945025,14.105155,15.828013,14.267489,16.679115,16.184172,16.739866,18.164865,16.62993,17.34657,17.89665
17.327381,16.646748,15.397195,16.800406,16.428833,16.507694,17.809177,18.137312,16.782087,16.209604,16.781977,17.053064,20.348612
13.525139,13.838753,13.781112,16.086864,18.555056,16.259624,15.788321,16.756413,18.422916,17.160515,17.93531,17.85653,17.364399
11.524523,14.22275,12.149045,11.239135,12.5453005,13.15458,15.479141,13.1574335,12.997839,15.641826,13.753182,15.365522,15.416796
18.242197,16.178385,16.448757,15.315517,16.60605,15.899245,16.971561,16.99755,15.263,16.635155,17.666386,18.534033,17.727432
14.833752,16.097254,15.820652,16.238207,15.576389,17.815367,14.363427,15.249849,16.598522,17.46167,17.022055,19.509699,17.724525
16.634043,16.3061,18.49732,16.398197,19.549194,18.979017,16.803034,16.869705,18.476315,18.053062,16.524094,16.76107,17.152235
14.793553,15.093288,15.082298,17.135574,16.645918,14.668359,16.949028,18.264545,15.834125,15.588911,18.165548,16.955805,19.0237
14.088581,13.3051405,12.884591,12.7973995,14.924978,13.418496,13.306391,14.3372965,12.983009,14.813087,14.565456,15.929685,18.429445
11.66166,12.316593,13.591646,14.39753,13.376628,13.278522,13.022587,14.108073,14.066458,13.28279,14.528364,14.205304,12.496907
14.71459,13.195131,15.903848,15.567786,15.8015375,15.685557,12.7736,14.521611,17.250313,15.382623,16.958511,16.85403,18.332855
14.39977,14.389601,15.006211,16.873672,15.081103,15.918845,16.400242,17.298876,17.667303,17.532476,18.00887,17.471012,17.360386
13.294982,12.9945755,14.699356,15.808479,14.796261,14.665094,14.276892,14.551474,15.132098,13.770283,17.86269,16.065962,17.261847
17.073936,14.790985,14.858647,15.91383,15.101166,15.623128,16.623524,15.550678,16.568323,17.73869,17.495222,17.480013,18.30537
14.305878,14.530293,14.512741,13.765939,13.338956,12.437647,14.2022505,15.64013,13.70129,16.966486,16.040459,15.282869,15.045773
14.994645,14.327116,15.266976,13.9793825,16.211649,16.321257,14.749986,15.651446,14.97443,16.920485,15.9861965,16.01347,15.757255
15.858569,16.041506,15.890334,17.448309,17.423532,15.237685,14.257993,14.474573,16.771492,18.671415,17.089338,19.438145,17.76065
15.796431,15.8617525,15.721899,16.393713,14.478457,17.49751,15.499261,15.887301,17.650494,16.373112,19.069448,18.238567,17.563028
14.913731,14.212786,15.50477,17.56017,17.283108,16.647635,15.961937,17.080261,14.581072,18.229591,18.158886,17.442177,17.089447
15.923795,15.764767,17.229408,16.739805,15.81402,17.909504,17.686907,18.403767,20.621248,17.8373,19.33049,19.102629,19.503485
14.794596,15.173767,14.640124,15.474949,14.672773,16.484194,18.04939,14.794268,16.282051,15.8558235,17.110636,16.121172,16.996433
12.886025,14.560285,14.879297,13.997983,13.209139,13.901831,13.8163395,14.210656,14.278002,16.294502,15.381499,16.307194,14.800787
15.370293,16.102215,16.32413,17.275646,15.233322,15.371191,16.071026,18.147074,15.664274,16.390753,15.326433,16.46914,16.158781
12.136565,13.283824,11.227738,13.6758175,11.403453,12.549454,13.210518,13.979575,13.950442,14.513667,13.365825,14.41248,16.599016
13.3271885,12.516803,14.500574,14.554267,14.903122,19.2067,16.389801,14.3913965,15.049213,16.49284,16.701277,16.584133,16.813303
15.321245,14.011632,15.479876,15.364893,16.268589,17.561375,13.67912,16.157148,17.901997,17.20491,20.26617,17.263313,19.088322
16.483486,15.758231,13.592949,16.225542,14.844334,14.152567,15.306937,17.65408,16.661522,15.122432,16.782106,15.332914,17.357548
15.520059,15.769788,15.957512,17.705408,15.987612,14.524048,17.056326,17.188936,18.970293,19.01253,19.893984,17.814083,19.127316
