212.7197,124.5101,52.054348,38.78896,35.554573,22.696735,22.573526,26.529802,20.141634,12.793158,7.121445,12.119756,9.719357
202.11569,143.77255,38.8327,36.112434,16.327827,14.984726,21.708717,26.67885,20.49515,12.517393,13.906373,13.151799,12.200293
191.3751,146.48976,22.861206,54.902187,23.107016,18.870203,26.120264,13.513686,23.08675,18.073238,11.702121,17.173412,12.438926
250.26497,120.534386,49.12877,36.814102,29.904985,28.804525,19.724758,29.271132,20.223785,12.990034,13.944287,12.044816,9.796445
215.80821,127.90866,55.052197,43.47059,22.090021,17.430824,37.201946,24.71099,19.897558,10.098569,14.920997,25.868402,7.178034
262.5233,131.31746,40.359516,37.59841,28.922325,20.317083,19.406164,16.997128,16.48905,16.27064,11.793072,14.684706,8.374401
270.4373,116.177345,71.58377,51.135174,31.95315,35.040157,24.934658,29.020365,13.1395235,9.9143715,14.74246,10.708272,16.54104
186.87706,124.01412,70.886185,45.17591,22.347095,32.587284,22.155378,32.542645,17.421831,11.734693,14.986951,13.618569,12.405009
157.13449,109.98029,36.08106,69.7357,37.09102,26.01242,39.501183,17.33351,12.426436,10.50759,8.927627,13.499497,17.339329
207.16759,132.85999,46.665985,46.893417,20.192638,27.60924,38.54994,25.615398,17.640852,12.523825,20.21802,13.574008,9.572994
227.64505,131.51959,68.51671,33.489956,31.895943,25.219809,19.922981,36.042202,19.261969,12.449606,15.326355,14.119091,10.215702
245.8817,131.37767,57.313972,30.066889,28.767399,26.653746,24.32742,23.808016,32.581474,12.029674,18.484602,12.300286,8.990614
206.41028,145.58344,48.015507,37.05749,34.903637,14.071462,22.866379,21.063013,16.507624,15.989545,9.15517,15.327307,10.142512
191.04532,145.54803,47.695084,45.418087,16.550373,18.396372,23.690403,14.090782,28.976051,15.554037,21.189793,14.893619,8.747704
226.45842,133.7198,34.521458,43.58639,20.785484,19.561253,27.45653,10.812708,29.383005,14.144027,19.49986,18.49762,7.081484
187.73946,113.25116,54.54426,54.457985,28.04808,29.794182,29.284143,21.953094,24.129713,12.61568,11.3539295,10.830973,8.378048
209.3888,137.15785,49.289883,29.207483,27.030245,25.356773,13.920594,12.584767,23.35921,13.984819,10.14002,15.5594,8.301558
247.65067,124.15945,32.329525,37.180023,20.120977,20.489283,19.182251,20.032568,21.086508,16.964483,11.918631,9.784843,11.210975
211.0014,121.9379,42.40485,43.280567,28.406336,28.84743,28.505598,18.204391,23.850288,12.134755,8.0000925,13.860553,7.991151
234.96976,148.06795,30.677689,64.54013,22.723623,20.679043,27.723032,11.844749,20.325272,17.756788,11.662013,18.443192,10.361093
241.06053,111.52982,45.226215,61.648556,19.922813,23.487164,20.514639,21.37325,17.5763,9.266676,10.455319,9.118183,8.771186
165.41788,121.22433,32.48003,58.585155,28.109076,33.62961,19.127453,10.25947,29.26376,10.982178,9.741195,21.910814,9.093033
195.91217,124.1977,44.729362,51.417343,29.756624,26.645487,29.644566,21.917664,24.459242,9.9836235,10.455038,13.6045065,7.5563536
193.17421,141.36122,38.011723,39.676468,32.065407,16.002472,24.001287,18.681139,19.641745,11.44803,11.905042,10.649208,13.30378
